,address,name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,type_of_restaurant
30243,"84, 12/22, Madiwala, Hosur Main Road, Bangalore",Durbar Greens Family Restaurant,Yes,No,3.6,10,Hosur Road,"North Indian, Chinese, South Indian",350.0,Delivery
30244,"20th Main Road, Near Gangotri Circle, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",New Andhra Spice,Yes,No,3.6,22,BTM,Andhra,300.0,Delivery
30245,"181, 9th Main Road, Sector 6, HSR, Bangalore",Bewiched,Yes,No,3.4,10,HSR,"Fast Food, Sandwich, Burger",150.0,Delivery
30246,"3, 60 Feet Road, 1st Cross Road, Koramangala 5th Block, Bangalore",Bun Town,Yes,No,3.8,22,Koramangala 5th Block,"Cafe, Bakery",250.0,Delivery
30247,"Plot 11, Behind Nasi & Mee, Near Maple Green Deluxe, 80 Feet Road, Koramangala 4th Block, Bangalore",Crown Gold,Yes,No,3.9,49,Koramangala 4th Block,"South Indian, Chinese, Seafood",200.0,Delivery
30248,"3, Christ School Main Road, Bharathi Layout, SG Palya, BTM, Bangalore",Black Cup Cafe,Yes,No,3.7,28,BTM,"Cafe, Fast Food, Beverages",200.0,Delivery
30249,"7, 17th Cross Road, Mahadeshwara Nagar, Stage 2, BTM, Bangalore",Kafe Nook,Yes,No,3.6,35,BTM,Fast Food,150.0,Delivery
30250,"107/2, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,599,Koramangala 4th Block,"Finger Food, North Indian, Chinese",600.0,Delivery
30251,Delivery Only,Goodness! Beverages,Yes,No,3.4,4,Koramangala,Beverages,125.0,Delivery
30253,"154, 1st Main, Koramangala 7th Block, Bangalore",Bhaijaan Barbeques,Yes,No,3.4,6,Koramangala 7th Block,"Mughlai, Arabian, BBQ",100.0,Delivery
30254,"Koramangala 1st Block, Bangalore",The Paratha Stories,Yes,No,3.3,38,Koramangala 1st Block,North Indian,200.0,Delivery
30255,"15, 19th Main, 60 feet road, Koramangala 6th Block, Bangalore",Fiero! Pizzeria,Yes,No,4.0,62,Koramangala 6th Block,"Italian, Fast Food, Pizza",200.0,Delivery
30256,"6/1, Opposite Nandan Ground, Palmgrove Road, Austin Town, Near Richmond Town, Richmond Town, Bangalore",Daily Bite,Yes,No,3.5,14,Richmond Road,"Desserts, Fast Food",125.0,Delivery
30258,"1, 2nd Floor, Venkataswamy Building, Near Prashanth Hospital, Bommanahalli, Bangalore",Abhiruchi Moonlight,Yes,No,3.3,4,Bommanahalli,North Indian,150.0,Delivery
30259,"1204, 2nd Main, Tavarekere Extension, Maruthi Nagar, BTM, Bangalore",Homely Curries & Pickles,Yes,No,3.4,50,BTM,"Biryani, Andhra",150.0,Delivery
30260,"11,80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Marahaba,Yes,No,3.0,7,Koramangala 6th Block,"Arabian, Mediterranean",200.0,Delivery
30261,"584, 80 Feet Road, 5th Floor, Koramangala 8th Block, Bangalore",TRIGEREATO,Yes,Yes,4.4,103,Koramangala 8th Block,"Cafe, Continental, Beverages",350.0,Delivery
30262,"2nd Floor, 50/1 Jyoti Nivas College Road, Opposite Jyoti Nivas College Main Gate, Koramangala 5th Block, Bangalore",Food And You,No,No,3.8,89,Koramangala 5th Block,"North Indian, Gujarati",150.0,Delivery
30265,"18th Main, Cashier Layout, Chocolate Factory Road,1st Stage, BTM, Bangalore",Habitts,Yes,No,3.7,61,BTM,"Fast Food, Burger, Italian, Beverages",175.0,Delivery
30266,"77, Near Ayyapa Temple, Hosur Main Road, Madiwala, BTM, Bangalore",New Grand Restaurant,Yes,No,3.1,11,BTM,"North Indian, South Indian, Biryani",250.0,Delivery
30267,"1191, 18th Main, 2nd Cross, 1st Stage, DRC Post, BTM, Bangalore",Tomago Roast,Yes,No,3.5,12,BTM,"Fast Food, Beverages",200.0,Delivery
30268,"Davanam Plaza, Next To Total Mall Madivala, Hosur Road, Sidharata Colony, Santhosapuram, Koramangala 2nd Block, Bangalore",Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,151,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",550.0,Delivery
30269,"636, Shri Y K Reddy Pavillion, 17th Main Road, 100 Feet Road, Koramangala 6th Block, Bangalore",Chill-Um Cafe,Yes,Yes,4.1,152,Koramangala 6th Block,"Cafe, Chinese, Continental",300.0,Delivery
30270,"1433/B, 60 Feet Road, 5h Block, KHB Block Koramangala, Koramangala 5th Block",Apsara Ice Cream,No,No,4.1,145,Koramangala 5th Block,Ice Cream,100.0,Delivery
30271,"1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka",B.M.W - Bhookh Mitaane Wala,Yes,No,3.7,502,Koramangala 1st Block,"North Indian, South Indian, Chinese",250.0,Delivery
30272,"15, Srinivagilu Main Road, 1st Cross Road, ST Bed Layout, Koramangala 1st Block, Bangalore",Chefie,Yes,No,3.8,37,Koramangala 1st Block,"Continental, Fast Food, Italian, North Indian",100.0,Delivery
30273,"Sri Garuda Mall, Jayanagar, Bangalore",Juicy Momos,Yes,No,3.2,4,Jayanagar,"Tibetan, Momos",125.0,Delivery
30274,"54/7, Old no 54, 30th Cross B, Main Road, Corp Layout, Jayanagar, Bangalore",Brews N Bites,Yes,No,2.9,62,Jayanagar,"Chinese, Fast Food, Cafe",325.0,Delivery
30276,"Maruti Plaza, 340, 1st B Main Road, Koramangala 7th Block, Bangalore",Daawat Restaurant Bar & Pub,Yes,No,3.5,9,Koramangala 7th Block,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",350.0,Delivery
30278,"395/A, KHB Colony, 17D Cross, Koramangala 5th Block, Bangalore",Ronnie's Kitchen,No,No,3.1,12,Koramangala 5th Block,Chinese,100.0,Delivery
30279,"LG 02, Splendid Plaza, Koramangala 5th Block, Bangalore",The Tower Of Pizza,No,No,2.9,16,Koramangala 5th Block,"Pizza, Italian",250.0,Delivery
30281,"122A, 2nd Cross Road, Koramangala 5th Block, Bangalore",S.W.A.T Food Truck,No,No,3.7,21,Koramangala 5th Block,"American, Fast Food",125.0,Delivery
30282,"137, Second Floor, KHB Colony, Koramangala 5th Block, Bangalore",Hungry Bowl,No,No,3.6,51,Koramangala 5th Block,"North Indian, Chinese, Italian",250.0,Delivery
30283,"130, KHB Colony, 17 H Main, Koramangala 5th Block, Bangalore",Niice Cream,No,No,3.8,38,Koramangala 5th Block,"Ice Cream, Beverages, Desserts",200.0,Delivery
30284,"17, H Main Road, Next to Aero Fitness Gym, Koramangala 5th Block, Bangalore",Chai Mane,No,No,3.0,8,Koramangala 5th Block,"Juices, Fast Food",75.0,Delivery
30285,"Koramangala 5th Block, Bangalore",Eat Repeat Express,No,No,3.5,10,Koramangala 5th Block,"North Indian, Chinese, Continental",300.0,Delivery
30286,"57, Industrial Layout, Near J N C College, Koramangala 5th Block, Bangalore",BOX8- Desi Meals,Yes,No,4.4,405,Koramangala 5th Block,"North Indian, Mughlai, Fast Food",250.0,Delivery
30287,"127, 2nd D Main Road, Opposite Corporation Bank, Koramangala 8th Block, Bangalore",Mountain Spice,Yes,No,3.9,188,Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos",200.0,Delivery
30288,"#3, 2nd main, 11th Cross, Maruthinagar, Madiwala, Banglore",Night Spoon,No,No,2.4,45,Koramangala 5th Block,"Fast Food, Street Food, North Indian, Biryani",200.0,Delivery
30289,"L1-02, Splendid Plaza, Number 63, 5th A Block, 100 Feet Road, Koramangala 5th Block, Bangalore",Kanha's Kafe,No,No,3.5,12,Koramangala 5th Block,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",100.0,Delivery
30290,"103, MIG Ground Floor, 17th Main Road, KHB Colony, Koramangala 5th Block, Bangalore",FrostBite,No,No,3.5,15,Koramangala 5th Block,"Desserts, Fast Food",200.0,Delivery
30291,"6-7, Main Road, Kaveri Layout, Suddagunte Palya, Koramangala 5th Block, Bangalore",Lets cafe,No,No,3.5,6,Koramangala 5th Block,"Chinese, North Indian",125.0,Delivery
30293,"63, JNC Road, Koramangala 5th Block, Bangalore",Malabar Mint,No,No,3.4,39,Koramangala 5th Block,"Kerala, North Indian, Chinese",350.0,Delivery
30294,"No.210, Koramangala 5th Block, Bangalore",Ande Ka Funda,No,No,3.2,9,Koramangala 5th Block,"North Indian, Chinese, Rolls",125.0,Delivery
30300,"Ground Floor, 499, 2nd A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",Eatsomnia,Yes,No,3.5,433,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental",250.0,Delivery
30301,"27/4, Outer Ring Road, 2nd Stage, BTM, Bangalore",Cafe Fattoush,Yes,No,3.8,24,BTM,"Cafe, Lebanese",350.0,Delivery
30302,"1092, Murudewar Building,4th Floor,Opposite Mega Mart,9th Block, Jayanagar, Bangalore",Restro Cafe,Yes,No,3.8,30,Jayanagar,Cafe,200.0,Delivery
30303,"15, SG Palya Main Road, Near Srinivas theatre, Venkateshwara Layout, BTM, Bangalore",Shake Tat Bottle,Yes,No,3.2,6,BTM,Beverages,100.0,Delivery
30304,"Ground Floor, Forum Mall, Koramangala 7th Block, Bangalore",BelgYum,Yes,No,4.0,69,Koramangala 7th Block,Desserts,200.0,Delivery
30306,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",The Charcoal Factory,Yes,No,4.1,292,Koramangala 6th Block,"Burger, Pizza, Momos",300.0,Delivery
30307,"498, Koramangala 5th Block, Bangalore",Kyakhanahai,No,No,3.4,8,Koramangala 5th Block,"North Indian, South Indian",200.0,Delivery
30308,"Koramangala 5th Block, Bangalore",Midnight Express,No,No,2.8,26,Koramangala 5th Block,"North Indian, Chinese, Continental",325.0,Delivery
30309,"Koramangala , Bangalore",Midnight Hunger Solutions 24/7,No,No,3.2,10,Koramangala 5th Block,"North Indian, Mughlai, Chinese",250.0,Delivery
30312,"5th Cross, 4th Main Link Road, Behind Ayyappa Temple, Madiwala, BTM, Bangalore",Chef All Nite,Yes,No,3.8,464,BTM,"Chinese, North Indian",150.0,Delivery
30313,"Eat Street, 11, ATNT Complex, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, Bangalore",Cashmere Nites,Yes,No,3.5,74,Koramangala 6th Block,Kashmiri,300.0,Delivery
30314,"1,15th Cross, 29th Main, Opposite BTM Park, Stage 2, BTM, Bangalore",Limra Hotel,Yes,No,3.3,26,BTM,"Chinese, North Indian",150.0,Delivery
30315,"3rd Floor, Salarpuriya Tower - II, Near Forum Mall, Koramangala 7th Block, Bangalore",The Vacationer's Cafe,Yes,No,4.1,306,Koramangala 7th Block,"Cafe, Continental, Mexican",300.0,Delivery
30317,"47, 6th Cross, 6th Block, Koramangala 6th Block, Bangalore",Imperial Restaurant,Yes,No,3.6,243,Koramangala 6th Block,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",400.0,Delivery
30318,"Bomanahalli Circle, Hosur Road, Bommanahalli, Bangalore",Hotel Archana Grand,Yes,No,3.6,23,Bommanahalli,"Chinese, North Indian",250.0,Delivery
30319,"122, KHB Colony, Koramangala 5th Block, Bangalore",Kullukki,Yes,No,3.5,9,Koramangala 5th Block,"Juices, Beverages, Fast Food",200.0,Delivery
30320,"226, Someshwara Temple Road, 1st Cross, Koramangala 7th Block",Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,275.0,Delivery
30321,"1st main, Koramangala 1st Block, Bangalore",Appam & Curry,Yes,No,3.8,18,Koramangala 1st Block,"Kerala, South Indian",100.0,Delivery
30322,"12/3 JR Complex, Opposite Traffic Police Station, Nanjappa Layout, Koramangala 5th Block, Bangalore",Cafemoto,Yes,No,4.0,201,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",400.0,Delivery
30324,"42/2, 20th C Cross, Buchappa Layour, Ejipura, Bangalore",McLeans Italian Pizzeria,Yes,No,3.4,30,Ejipura,"American, Pizza",250.0,Delivery
30325,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Kokomo,Yes,No,4.0,195,Koramangala 6th Block,"Thai, Chinese",250.0,Delivery
30326,"4, 4th Main Road, Bhrudhavan Nagar, Near Health India, BTM, Bangalore",Night Restro,Yes,No,3.1,224,BTM,"North Indian, Chinese",250.0,Delivery
30327,"25/1, 21 St Cross, Oppsite Sri Rama Temple, Ejipura, Bangalore",VRS Food Zone,Yes,No,3.3,5,Ejipura,"Chinese, Fast Food",50.0,Delivery
30331,"BTM, Bangalore",Kettle & Kegs,Yes,No,0.0,0,BTM,"Tea, Beverages",100.0,Delivery
30332,"55 & 546, Shop 2&3, 18th Cross, NGR Layout, Roopena Agrahara, Opposite Reddy School, Bommanahalli, Bangalore",Chakh Le india,Yes,No,3.2,6,Bommanahalli,"North Indian, Chinese",125.0,Delivery
30333,"104, 1st Main Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",The Shawarma Inc,Yes,No,3.4,95,Koramangala 5th Block,"Arabian, Fast Food",100.0,Delivery
30334,"Venkatapura Main Road, Koramangala 1st Block, Bangalore",The Hidden Cafe,Yes,No,3.9,96,Koramangala 1st Block,"North Indian, Fast Food",175.0,Delivery
30335,"Oppsite Kalyan Jewellers, Koramangala 4th Block, Bangalore",Lassi Top,Yes,No,3.2,7,Koramangala 4th Block,"Beverages, Ice Cream",100.0,Delivery
30337,"4/36, Green Leaf Extension, 80 Feet Road, Koramangala 4th Block, Bangalore",Rollin,Yes,No,4.0,212,Koramangala 4th Block,"Continental, Pizza, Chinese",200.0,Delivery
30338,"236,7th Main, Amar Jyothi Layout, Domlur, Bangalore",Rajan's Cafe,Yes,No,2.8,79,Domlur,"North Indian, Chinese, Fast Food",150.0,Delivery
30339,"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",Abhiruchi,Yes,No,2.9,36,HSR,"Andhra, Chinese, Biryani",200.0,Delivery
30340,"14, Patel Medicals, 7th Main, BTM 2nd Stage, BTM, Bangalore",Kitchen24,Yes,No,3.4,15,BTM,"Italian, Continental, Chinese, Thai, American, Arabian",150.0,Delivery
30341,"1554, Ground Floor, 19th Main, Sector 1, HSR, Bangalore",The Rice Company,No,No,0.0,0,HSR,North Indian,150.0,Delivery
30342,"418/9, 1st Cross, Green Leaf Layout, 80 Feet Road, 4th Block, Near blue dart office, Koramangala, Bangalore",Nite Out,Yes,No,4.0,1113,Koramangala 4th Block,"North Indian, Chinese, Biryani",250.0,Delivery
30343,"521, 2nd Floor, Teachers Colony, Sarjapura Ring Road, HSR, Bangalore land mark above mahaveer hard ware",Hungry Queen,Yes,No,3.6,46,HSR,"North Indian, Chinese, Fast Food",150.0,Delivery
30344,"39, Ground Floor, Paragon Prima, 8th Main, Koramangala 4th Block, Bangalore",Hasini Foods,No,No,2.9,21,Koramangala 4th Block,"Andhra, Chinese, North Indian",225.0,Delivery
30345,"3, 2nd Main, 11th Cross, Maruthinagar, Madiwala, Near BTM, Bangalore",BTM Bawarchi Biryani,Yes,No,3.6,132,BTM,"Biryani, North Indian, Chinese",300.0,Delivery
30346,"314/1, 3rd Main, 7th Cross, Domlur Layout, Domlur",Nature's Restaurant,Yes,No,3.3,4,Domlur,"Chinese, Mangalorean, North Indian",150.0,Delivery
30347,"14, Patel Medicals, 7th Main, BTM 2nd Stage, BTM, Bangalore",Perch,Yes,No,3.5,14,BTM,Italian,175.0,Delivery
30348,"S-9, Sri Plaza, 80 Feet Road, Beside Sangeetha Mobiles, Koramangala 1st Block, Bangalore",Petoo,Yes,No,3.8,178,Koramangala 1st Block,"North Indian, Fast Food, Street Food",400.0,Delivery
30349,"Shop #37, 1st Main, Koramangala 1st Block, Bangalore",Fresh Bites,Yes,No,3.3,16,Koramangala 1st Block,"Italian, Fast Food",200.0,Delivery
30351,"16/19, Ground Floor, Platinum Arch, 1st Cross Road, KEB Colony, New Gurappana Palya, 2nd Stage, BTM, Bangalore",Miss Momo,Yes,No,3.2,12,BTM,"Tibetan, Momos",125.0,Delivery
30352,"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",Brewz Coffee,Yes,No,3.0,61,BTM,Cafe,325.0,Delivery
30353,"2, Lassi Pot, 1st main road, maruthi nagar, BTM 1st stage, BTM, Bangalore",Lassi Pot,Yes,No,3.3,4,BTM,Beverages,125.0,Delivery
30354,"51/1, Part 3, Hosur Road, Beside Market Square Mall, Madiwala, BTM, Bangalore",Royal View Restaurant,Yes,No,3.7,26,BTM,"North Indian, Chinese, Arabian",350.0,Delivery
30356,"14, 1st Main Road, Koramangala 1st Block, Bangalore",Ober Cafe,Yes,No,3.5,10,Koramangala 1st Block,"Fast Food, Desserts",100.0,Delivery
30357,"40, 1st Main Road, Jakkasandra, Koramangala 1st Block, Bangalore",Under The Hood,Yes,No,4.0,76,Koramangala 1st Block,"Salad, Healthy Food, Street Food",150.0,Delivery
30358,"65, 1st Floor, 1st Main Road, Koramangala 7th Block, Bangalore",Combo Box,Yes,No,3.0,20,Koramangala 7th Block,"North Indian, Biryani, Chinese",250.0,Delivery
30359,"14, Patel Medicals, 7th Main, 2nd Stage, BTM, Bangalore",Totus,Yes,No,3.7,16,BTM,Chinese,150.0,Delivery
30360,"7, 1st Floor, 17th Cross, 5th Main, Sector 5, HSR, Bangalore",Pensiri Cafe,Yes,No,3.6,48,HSR,North Indian,150.0,Delivery
30361,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",DilliBite,Yes,No,3.5,33,Ulsoor,"North Indian, Chinese",300.0,Delivery
30362,"970, 1st Main, 1st Block, Koramangala 1st Block, Bangalore",Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,North Indian,75.0,Delivery
30363,"5th Cross Road, Sidharata Colony, Koramangala 2nd Block, Behind TVS Showroom, Near Ambedkar Statue, Koramangala 2nd Block, Bangalore",The Kitchen Bandit,Yes,No,3.2,42,Koramangala 2nd Block,"Chinese, North Indian, Fast Food",175.0,Delivery
30364,"80 Feet Road, Koramangala 4th Block, Bangalore",Zero Kelvin,Yes,No,4.3,169,Koramangala 4th Block,"Desserts, Beverages",225.0,Delivery
30365,"SBI ATM Road, 14th Cross Road, 9th Main, Sector 6, HSR, Bangalore",AutoExpress - Hot Dogs,Yes,No,3.3,5,HSR,Fast Food,150.0,Delivery
30366,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",8 Slice,Yes,No,3.7,74,Koramangala 6th Block,Pizza,300.0,Delivery
30367,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",The Food Dude,Yes,No,3.9,179,Koramangala 6th Block,"Fast Food, Burger, Sandwich, Pizza",150.0,Delivery
30368,"Shop 6, 1st Main Road, Muneshawara Nagar, Sector 6, HSR, Bangalore",Taza Khaana,Yes,No,3.1,175,HSR,"Chinese, North Indian",225.0,Delivery
30369,"6, 2nd Cross, Paul Binu Building, Rajiv Gandhi Nagar, Sector 7, HSR, Bangalore",Mealsbaba,Yes,No,3.6,57,HSR,North Indian,200.0,Delivery
30370,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",Donne Biriyani House,Yes,No,3.8,278,HSR,Biryani,100.0,Delivery
30372,"998, 1st Main, Koramangala 1st Block, Bangalore",Asia In A Box,Yes,No,3.2,5,Koramangala 1st Block,"Thai, Asian",275.0,Delivery
30374,"14, Patel Medicals, 7th Main, BTM 2nd Stage, BTM, Bangalore",Smoke Oil Salt,Yes,No,3.8,21,BTM,Arabian,425.0,Delivery
30376,"Behind TVS showroom, Near Ambedkar statue, 5th Cross Road, Koramangala 2nd Block, Bangalore",Hunger Night King,Yes,No,3.6,115,Koramangala 2nd Block,"North Indian, Chinese",200.0,Delivery
30378,"1119/A/28, East End Main Road, 4th T Block, Jayanagar, Bangalore",Chef Master,Yes,No,3.8,76,Jayanagar,"Kerala, North Indian, Chinese",150.0,Delivery
30379,"Shop 22, 1st Main 5th Cross Road, Balaji Nagar, Suddagunte Palya, BTM Layout, Bangalore",David's Kitchen,Yes,No,3.6,14,BTM,"North Indian, South Indian, Chinese",100.0,Delivery
30381,"B-5, Hermain Complex, 16th Main, 2nd Stage",Desi Vibes,Yes,No,3.7,46,BTM,"North Indian, Chinese",300.0,Delivery
30382,"4/1, 1st Main Road, Buvannapa Layout, Kaveri Layout, Suddagunte Palya, BTM, Bangalore",Double Blend,Yes,No,3.6,11,BTM,"Beverages, Fast Food",100.0,Delivery
30384,"266, 1st Main Road, 1st Stage, Domlur, Bangalore",Soup Station,Yes,No,3.9,112,Domlur,"Healthy Food, Sandwich, Salad",75.0,Delivery
30385,"42/2, 20th C Cross, Rama Temple Road, Behind NGV Club, Koramangala 6th Block, Bangalore",Friends Night Kitchen,Yes,No,3.8,110,Koramangala 6th Block,"Italian, Pizza",200.0,Delivery
30386,"17th Cross, Rajeev Gandhi Nagar, Sector 6, HSR, Bangalore",The Kitchen Story,Yes,No,3.3,19,HSR,"North Indian, Chinese",150.0,Delivery
30387,"405, 6th D Cross, Venkatpura, HSR, Bangalore",BIB - Breakfast in the Box,Yes,No,3.8,211,HSR,"American, Sandwich",300.0,Delivery
30388,"Opposite Ranka Colony, Off Bannerghatta Road, Bangalore",Bhaijaan Barbeques,Yes,No,3.5,9,South Bangalore,"Mughlai, Arabian, BBQ",100.0,Delivery
30389,"7th Cross, Near ICICI Bank, 15th Main, 2nd Stage, BTM, Bangalore, Bengaluru",BBQ Ride 46,Yes,No,3.4,7,South Bangalore,BBQ,100.0,Delivery
30391,"AVS Layout, Koramangala 4th Block, Bangalore",Chination,Yes,No,3.5,4,Koramangala 4th Block,Chinese,300.0,Delivery
30392,"343, Ejipura Main Road, Viveknagar, Ejipura Area, Ejipura, Bangalore",Chung Shan Chinese Restaurant,No,No,3.7,32,Ejipura,"Chinese, Momos",250.0,Delivery
30393,"20/1, 20th B Cross, Rama Temple Road, Ejipura, Bangalore",Peppers,Yes,No,2.8,94,Ejipura,"North Indian, Chinese",150.0,Delivery
30394,"805 A, 3rd Floor, 7th Cross, 2nd Stage, BTM Layout, BTM, Bangalore",Zengi Pub & Restaurant,Yes,No,3.7,32,BTM,"Finger Food, Continental, Chinese",450.0,Delivery
30395,"1/44, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Bharat Kitchen,Yes,No,3.7,21,Koramangala 1st Block,"Bengali, Chinese, North Indian, Oriya",150.0,Delivery
30397,"12th Main, Koramangala 4th Block, Bangalore",Cupcake Noggins,No,No,4.1,724,Koramangala 4th Block,"Desserts, Bakery",150.0,Delivery
30398,"2nd Stage, BTM, Bangalore",Late Night,No,No,3.6,117,BTM,"North Indian, Chinese",250.0,Delivery
30401,Delivery Only,Jiyo Natural,No,No,3.6,14,South Bangalore,"Healthy Food, North Indian",150.0,Delivery
30402,"542/C, 3rd Floor 1st Cross, 8th Main Koramangala 4th Block, Bangalore",Game Of Pizzas,No,No,3.6,16,Koramangala 4th Block,Italian,250.0,Delivery
30403,"4/1, 1st Main Road, Opposite Forum Mall, Bhuvanappa Layout, Koramangala 7th Block, Bangalore",Now Momos,No,No,3.4,11,Koramangala 7th Block,"Chinese, Fast Food, Momos",100.0,Delivery
30404,"Koramangala 6th Block, Bangalore",Sub Spot,No,No,3.3,4,Koramangala 6th Block,"Salad, Sandwich",200.0,Delivery
30408,"11, ATNT Complex, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Eat Well,No,No,3.0,34,Koramangala 6th Block,"Chinese, North Indian",250.0,Delivery
30409,"Near Passport Office,Koramangala 8th Block, Bangalore",Chaman's Night Kitchen,No,No,3.5,11,Koramangala 8th Block,"North Indian, Chinese",200.0,Delivery
30410,"210, A.K. Colony, Koramangala 8th Block, Bangalore",Pooja's Kitchen,No,No,3.7,17,Koramangala 8th Block,"Bengali, Street Food",150.0,Delivery
30411,"#3, 2nd main, 11th Cross, Maruthinagar, Madiwala, Banglore",Parivaar,No,No,3.3,7,BTM,"Biryani, North Indian, Chinese",300.0,Delivery
30413,"AVS Layout, Koramangala, Bangalore",Chawla's 2 Online.com,No,No,3.5,4,Koramangala 1st Block,North Indian,400.0,Delivery
30416,"2, 16th Main, 10th cross, Opposite Madhuramma Temple, BTM, Bangalore",Hungry Nights,No,No,3.0,54,BTM,"Chinese, North Indian",150.0,Delivery
